"Customer_ID";"Order_ID";"Order_Date";"Customer_First_Name";"Customer_Second_Name";"Region";"Product_Name";"Quantity_Purchased";"Cost_Per_Item";"Total_Sales"
19;119;"1/19/2019";"Dilip";"Vengsarkardouble-dagger";"APAC";"Vegetables";60;" $132.94 ";" $7,976.47 "
20;120;"1/20/2019";"B.";"S.";"APAC";"Fruits";70;" $137.06 ";" $9,594.12 "
21;121;"1/21/2019";"Pochiah";"Krishnamurthydagger";"APAC";"Soap";80;" $141.18 ";" $11,294.12 "
22;122;"1/22/2019";"Sudhakar";"Rao";"APAC";"Shampoo";90;" $145.29 ";" $13,076.47 "
23;123;"1/23/2019";"Surinder";"Amarnath";"APAC";"Powder";100;" $149.41 ";" $14,941.18 "
24;124;"1/24/2019";"Chetan";"Chauhan";"APAC";"Washing Liquid";110;" $153.53 ";" $16,888.24 "
25;125;"1/25/2019";"Kapil";"Devdouble-dagger";"APAC";"Detergent";120;" $157.65 ";" $18,917.65 "
26;126;"1/26/2019";"Yashpal";"Sharma";"APAC";"Diapers";130;" $161.76 ";" $21,029.41 "
27;127;"1/27/2019";"Bharath";"Reddy";"APAC";"Comb";10;" $165.88 ";" $1,658.82 "
28;128;"1/28/2019";"Surinder";"Khannadagger";"APAC";"Utensils";20;" $170.00 ";" $3,400.00 "
29;129;"1/29/2019";"Kirti";"Azad";"APAC";"Vegetables";30;" $174.12 ";" $5,223.53 "
30;130;"1/30/2019";"Roger";"Binny";"APAC";"Fruits";40;" $178.24 ";" $7,129.41 "
31;131;"1/31/2019";"Dilip";"Doshi";"APAC";"Soap";50;" $182.35 ";" $9,117.65 "
32;132;"2/1/2019";"Sandeep";"Patil";"APAC";"Shampoo";60;" $186.47 ";" $11,188.24 "
33;133;"2/2/2019";"T.";"E.";"APAC";"Powder";70;" $190.59 ";" $13,341.18 "
34;134;"2/3/2019";"Yograj";"Singh";"APAC";"Washing Liquid";80;" $194.71 ";" $15,576.47 "
35;135;"2/4/2019";"Randhir";"Singh";"APAC";"Detergent";90;" $198.82 ";" $17,894.12 "
36;136;"2/5/2019";"Ravi";"Shastridouble-dagger";"APAC";"Diapers";100;" $202.94 ";" $20,294.12 "
37;137;"2/6/2019";"Krishnamachari";"Srikkanthdouble-dagger";"APAC";"Comb";110;" $207.06 ";" $22,776.47 "
38;138;"2/7/2019";"Suru";"Nayak";"APAC";"Utensils";120;" $211.18 ";" $25,341.18 "
39;139;"2/8/2019";"Arun";"Lal";"APAC";"Vegetables";130;" $215.29 ";" $27,988.24 "
40;140;"2/9/2019";"Ashok";"Malhotra";"APAC";"Fruits";10;" $219.41 ";" $2,194.12 "
41;141;"2/10/2019";"Ghulam";"Parkar";"APAC";"Soap";20;" $223.53 ";" $4,470.59 "
42;142;"2/11/2019";"Balwinder";"Sandhu";"APAC";"Shampoo";30;" $227.65 ";" $6,829.41 "
43;143;"2/12/2019";"Maninder";"Singh";"APAC";"Powder";40;" $231.76 ";" $9,270.59 "
44;144;"2/13/2019";"T.";"A.";"APAC";"Washing Liquid";50;" $235.88 ";" $11,794.12 "
45;145;"2/14/2019";"Chetan";"Sharma";"APAC";"Detergent";60;" $240.00 ";" $14,400.00 "
46;146;"2/15/2019";"Raju";"Kulkarni";"APAC";"Diapers";70;" $244.12 ";" $17,088.24 "
47;147;"2/16/2019";"Manoj";"Prabhakar";"APAC";"Comb";80;" $248.24 ";" $19,858.82 "
48;148;"2/17/2019";"Ashok";"Patel";"APAC";"Utensils";90;" $252.35 ";" $22,711.76 "
49;149;"2/18/2019";"Rajinder";"Ghai";"APAC";"Vegetables";100;" $256.47 ";" $25,647.06 "
50;150;"2/19/2019";"Kiran";"Moredagger";"APAC";"Fruits";110;" $260.59 ";" $28,664.71 "
51;151;"2/20/2019";"Mohammad";"Azharuddindouble-dagger";"APAC";"Soap";120;" $264.71 ";" $31,764.71 "
52;152;"2/21/2019";"Sadanand";"Viswanathdagger";"APAC";"Shampoo";130;" $268.82 ";" $34,947.06 "
53;153;"2/22/2019";"Lalchand";"Rajput";"APAC";"Powder";10;" $272.94 ";" $2,729.41 "
54;154;"2/23/2019";"Laxman";"Sivaramakrishnan";"APAC";"Washing Liquid";20;" $277.06 ";" $5,541.18 "
55;155;"2/24/2019";"Gopal";"Sharma";"APAC";"Detergent";30;" $281.18 ";" $8,435.29 "
56;156;"2/25/2019";"Shivlal";"Yadav";"APAC";"Diapers";40;" $285.29 ";" $11,411.76 "
57;157;"2/26/2019";"Chandrakant";"Panditdagger";"APAC";"Comb";50;" $289.41 ";" $14,470.59 "
58;158;"2/27/2019";"Raman";"Lamba";"APAC";"Utensils";60;" $293.53 ";" $17,611.76 "
59;159;"2/28/2019";"R.";"P.";"APAC";"Vegetables";70;" $297.65 ";" $20,835.29 "
60;160;"3/1/2019";"Bharat";"Arun";"APAC";"Fruits";80;" $301.76 ";" $24,141.18 "
61;161;"3/2/2019";"Navjot";"Singh";"APAC";"Soap";90;" $305.88 ";" $27,529.41 "
62;162;"3/3/2019";"Arshad";"Ayub";"APAC";"Shampoo";100;" $310.00 ";" $31,000.00 "
63;163;"3/4/2019";"Woorkeri";"Raman";"APAC";"Powder";110;" $314.12 ";" $34,552.94 "
64;164;"3/5/2019";"Ajay";"Sharma";"APAC";"Washing Liquid";120;" $318.24 ";" $38,188.24 "
65;165;"3/6/2019";"Sanjeev";"Sharma";"APAC";"Detergent";130;" $322.35 ";" $41,905.88 "
66;166;"3/7/2019";"Sanjay";"Manjrekar";"APAC";"Diapers";10;" $326.47 ";" $3,264.71 "
67;167;"3/8/2019";"Narendra";"Hirwani";"APAC";"Comb";20;" $330.59 ";" $6,611.76 "
68;168;"3/9/2019";"V.";"B.";"APAC";"Utensils";30;" $334.71 ";" $10,041.18 "
69;169;"3/10/2019";"Rashid";"Patel";"APAC";"Vegetables";40;" $338.82 ";" $13,552.94 "
70;170;"3/11/2019";"M.";"Venkataramana";"APAC";"Fruits";50;" $342.94 ";" $17,147.06 "
71;171;"3/12/2019";"Robin";"Singh";"APAC";"Soap";60;" $347.06 ";" $20,823.53 "
72;172;"3/13/2019";"Salil";"Ankola";"APAC";"Shampoo";70;" $351.18 ";" $24,582.35 "
73;173;"3/14/2019";"Vivek";"Razdan";"APAC";"Powder";80;" $355.29 ";" $28,423.53 "
74;174;"3/15/2019";"Sachin";"Tendulkardouble-dagger";"APAC";"Washing Liquid";90;" $359.41 ";" $32,347.06 "
75;175;"3/16/2019";"Venkatapathy";"Raju";"APAC";"Detergent";100;" $363.53 ";" $36,352.94 "
76;176;"3/17/2019";"Atul";"Wassan";"APAC";"Diapers";110;" $367.65 ";" $40,441.18 "
77;177;"3/18/2019";"Gursharan";"Singh";"APAC";"Comb";120;" $371.76 ";" $44,611.76 "
78;178;"3/19/2019";"Anil";"Kumble1double-dagger";"APAC";"Utensils";130;" $375.88 ";" $48,864.71 "
79;179;"3/20/2019";"Saradindu";"Mukherjee";"APAC";"Vegetables";10;" $380.00 ";" $3,800.00 "
80;180;"3/21/2019";"Vinod";"Kambli";"APAC";"Fruits";20;" $384.12 ";" $7,682.35 "
81;181;"3/22/2019";"Javagal";"Srinath";"APAC";"Soap";30;" $388.24 ";" $11,647.06 "
82;182;"3/23/2019";"Pravin";"Amre";"APAC";"Shampoo";40;" $392.35 ";" $15,694.12 "
83;183;"3/24/2019";"Subroto";"Banerjee";"APAC";"Powder";50;" $396.47 ";" $19,823.53 "
84;184;"3/25/2019";"Sourav";"Ganguly1double-dagger";"APAC";"Washing Liquid";60;" $400.59 ";" $24,035.29 "
85;185;"3/26/2019";"Ajay";"Jadejadouble-dagger";"APAC";"Detergent";70;" $404.71 ";" $28,329.41 "
86;186;"3/27/2019";"Vijay";"Yadavdagger";"APAC";"Diapers";80;" $408.82 ";" $32,705.88 "
87;187;"3/28/2019";"Rajesh";"Chauhan";"APAC";"Comb";90;" $412.94 ";" $37,164.71 "
88;188;"3/29/2019";"Nayan";"Mongiadagger";"APAC";"Utensils";100;" $417.06 ";" $41,705.88 "
89;189;"3/30/2019";"Venkatesh";"Prasad";"APAC";"Vegetables";110;" $421.18 ";" $46,329.41 "
90;190;"3/31/2019";"Atul";"Bedade";"APAC";"Fruits";120;" $425.29 ";" $51,035.29 "
91;191;"4/1/2019";"Bhupinder";"Singh,";"APAC";"Soap";130;" $429.41 ";" $55,823.53 "
92;192;"4/2/2019";"Aashish";"Kapoor";"APAC";"Shampoo";10;" $433.53 ";" $4,335.29 "
93;193;"4/3/2019";"Prashant";"Vaidya";"APAC";"Powder";20;" $437.65 ";" $8,752.94 "
94;194;"4/4/2019";"Utpal";"Chatterjee";"APAC";"Washing Liquid";30;" $441.76 ";" $13,252.94 "
95;195;"4/5/2019";"Rahul";"Dravid2double-daggerdagger";"APAC";"Detergent";40;" $445.88 ";" $17,835.29 "
96;196;"4/6/2019";"Vikram";"Rathour";"APAC";"Diapers";50;" $450.00 ";" $22,500.00 "
97;197;"4/7/2019";"Paras";"Mhambrey";"APAC";"Comb";60;" $454.12 ";" $27,247.06 "
98;198;"4/8/2019";"Sunil";"Joshi";"APAC";"Utensils";70;" $458.24 ";" $32,076.47 "
99;199;"4/9/2019";"Sujith";"Somasunder";"APAC";"Vegetables";80;" $462.35 ";" $36,988.24 "
100;200;"4/10/2019";"Pankaj";"Dharmani";"APAC";"Fruits";90;" $466.47 ";" $41,982.35 "
101;201;"4/11/2019";"Saba";"Karimdagger";"APAC";"Soap";100;" $470.59 ";" $47,058.82 "
102;202;"4/12/2019";"Dodda";"Ganesh";"APAC";"Shampoo";110;" $474.71 ";" $52,217.65 "
103;203;"4/13/2019";"Abey";"Kuruvilla";"APAC";"Powder";120;" $478.82 ";" $57,458.82 "
104;204;"4/14/2019";"Noel";"David";"APAC";"Washing Liquid";130;" $482.94 ";" $62,782.35 "
105;205;"4/15/2019";"Nilesh";"Kulkarni";"APAC";"Detergent";10;" $487.06 ";" $4,870.59 "
106;206;"4/16/2019";"Harvinder";"Singh";"APAC";"Diapers";20;" $491.18 ";" $9,823.53 "
107;207;"4/17/2019";"Debashish";"Mohanty";"APAC";"Comb";30;" $495.29 ";" $14,858.82 "
108;208;"4/18/2019";"Sairaj";"Bahutule";"APAC";"Utensils";40;" $499.41 ";" $19,976.47 "
109;209;"4/19/2019";"Hrishikesh";"Kanitkar";"APAC";"Vegetables";50;" $503.53 ";" $25,176.47 "
110;210;"4/20/2019";"Rahul";"Sanghvi";"APAC";"Fruits";60;" $507.65 ";" $30,458.82 "
111;211;"4/21/2019";"Ajit";"Agarkar";"APAC";"Soap";70;" $511.76 ";" $35,823.53 "
112;212;"4/22/2019";"V.";"V.";"APAC";"Shampoo";80;" $515.88 ";" $41,270.59 "
113;213;"4/23/2019";"Harbhajan";"Singh1";"APAC";"Powder";90;" $520.00 ";" $46,800.00 "
114;214;"4/24/2019";"Gagan";"Khoda";"APAC";"Washing Liquid";100;" $524.12 ";" $52,411.76 "
115;215;"4/25/2019";"M.";"S.";"APAC";"Detergent";110;" $528.24 ";" $58,105.88 "
116;216;"4/26/2019";"Nikhil";"Chopra";"APAC";"Diapers";120;" $532.35 ";" $63,882.35 "
117;217;"4/27/2019";"Jatin";"Paranjpe";"APAC";"Comb";130;" $536.47 ";" $69,741.18 "
118;218;"4/28/2019";"Sanjay";"Raul";"APAC";"Utensils";10;" $540.59 ";" $5,405.88 "
119;219;"4/29/2019";"Laxmi";"Ratan";"APAC";"Vegetables";20;" $544.71 ";" $10,894.12 "
120;220;"4/30/2019";"Gyanendra";"Pandey";"APAC";"Fruits";30;" $548.82 ";" $16,464.71 "
121;221;"5/1/2019";"Amay";"Khurasiya";"APAC";"Soap";40;" $552.94 ";" $22,117.65 "
122;222;"5/2/2019";"Sadagoppan";"Ramesh";"APAC";"Shampoo";50;" $557.06 ";" $27,852.94 "
123;223;"5/3/2019";"Virender";"Sehwag2double-dagger";"APAC";"Powder";60;" $561.18 ";" $33,670.59 "
124;224;"5/4/2019";"Jacob";"Martin";"APAC";"Washing Liquid";70;" $565.29 ";" $39,570.59 "
125;225;"5/5/2019";"Vijay";"Bharadwaj";"APAC";"Detergent";80;" $569.41 ";" $45,552.94 "
126;226;"5/6/2019";"Thirunavukkarasu";"Kumaran";"APAC";"Diapers";90;" $573.53 ";" $51,617.65 "
127;227;"5/7/2019";"Devang";"Gandhi";"APAC";"Comb";100;" $577.65 ";" $57,764.71 "
128;228;"5/8/2019";"Sameer";"Dighedagger";"APAC";"Utensils";110;" $581.76 ";" $63,994.12 "
129;229;"5/9/2019";"Sridharan";"Sriram";"APAC";"Vegetables";120;" $585.88 ";" $70,305.88 "
130;230;"5/10/2019";"Hemang";"Badani";"APAC";"Fruits";130;" $590.00 ";" $76,700.00 "
131;231;"5/11/2019";"Amit";"Bhandari";"APAC";"Soap";10;" $594.12 ";" $5,941.18 "
132;232;"5/12/2019";"Vijay";"Dahiyadagger";"APAC";"Shampoo";20;" $598.24 ";" $11,964.71 "
133;233;"5/13/2019";"Zaheer";"Khan1";"APAC";"Powder";30;" $602.35 ";" $18,070.59 "
134;234;"5/14/2019";"Yuvraj";"Singh1";"APAC";"Washing Liquid";40;" $606.47 ";" $24,258.82 "
135;235;"5/15/2019";"Reetinder";"Singh";"APAC";"Detergent";50;" $610.59 ";" $30,529.41 "
136;236;"5/16/2019";"Dinesh";"Mongia";"APAC";"Diapers";60;" $614.71 ";" $36,882.35 "
137;237;"5/17/2019";"Ashish";"Nehra1";"APAC";"Comb";70;" $618.82 ";" $43,317.65 "
138;238;"5/18/2019";"Shiv";"Sunder";"APAC";"Utensils";80;" $622.94 ";" $49,835.29 "
139;239;"5/19/2019";"Deep";"Dasguptadagger";"APAC";"Vegetables";90;" $627.06 ";" $56,435.29 "
140;240;"5/20/2019";"Ajay";"Ratradagger";"APAC";"Fruits";100;" $631.18 ";" $63,117.65 "
141;241;"5/21/2019";"Sanjay";"Bangar";"APAC";"Soap";110;" $635.29 ";" $69,882.35 "
142;242;"5/22/2019";"Mohammad";"Kaif";"APAC";"Shampoo";120;" $639.41 ";" $76,729.41 "
143;243;"5/23/2019";"Sarandeep";"Singh";"APAC";"Powder";130;" $643.53 ";" $83,658.82 "
144;244;"5/24/2019";"Murali";"Kartik";"APAC";"Washing Liquid";10;" $647.65 ";" $6,476.47 "
145;245;"5/25/2019";"Tinu";"Yohannan";"APAC";"Detergent";20;" $651.76 ";" $13,035.29 "
146;246;"5/26/2019";"Jai";"Yadav";"APAC";"Diapers";30;" $655.88 ";" $19,676.47 "
147;247;"5/27/2019";"Lakshmipathy";"Balaji";"APAC";"Comb";40;" $660.00 ";" $26,400.00 "
148;248;"5/28/2019";"Parthiv";"Pateldagger";"APAC";"Utensils";50;" $664.12 ";" $33,205.88 "
149;249;"5/29/2019";"Gautam";"Gambhirdouble-dagger";"APAC";"Vegetables";60;" $668.24 ";" $40,094.12 "
150;250;"5/30/2019";"Aavishkar";"Salvi";"APAC";"Fruits";70;" $672.35 ";" $47,064.71 "
151;251;"5/31/2019";"Amit";"Mishra";"APAC";"Soap";80;" $676.47 ";" $54,117.65 "
152;252;"6/1/2019";"Abhijit";"Kale";"APAC";"Shampoo";90;" $680.59 ";" $61,252.94 "
153;253;"6/2/2019";"Irfan";"Pathan";"APAC";"Powder";100;" $684.71 ";" $68,470.59 "
154;254;"6/3/2019";"Rohan";"Gavaskar";"APAC";"Washing Liquid";110;" $688.82 ";" $75,770.59 "
155;255;"6/4/2019";"Ramesh";"Powar";"APAC";"Detergent";120;" $692.94 ";" $83,152.94 "
156;256;"6/5/2019";"Dinesh";"Karthikdagger";"APAC";"Diapers";130;" $697.06 ";" $90,617.65 "
157;257;"6/6/2019";"M.S.";"Dhoni1double-daggerdagger";"APAC";"Comb";10;" $701.18 ";" $7,011.76 "
158;258;"6/7/2019";"Joginder";"Sharma";"APAC";"Utensils";20;" $705.29 ";" $14,105.88 "
159;259;"6/8/2019";"Suresh";"Rainadouble-dagger";"APAC";"Vegetables";30;" $709.41 ";" $21,282.35 "
160;260;"6/9/2019";"Yalaka";"Venugopal";"APAC";"Fruits";40;" $713.53 ";" $28,541.18 "
161;261;"6/10/2019";"R.";"P.";"APAC";"Soap";50;" $717.65 ";" $35,882.35 "
162;262;"6/11/2019";"S.";"Sreesanth";"APAC";"Shampoo";60;" $721.76 ";" $43,305.88 "
163;263;"6/12/2019";"Munaf";"Patel";"APAC";"Powder";70;" $725.88 ";" $50,811.76 "
164;264;"6/13/2019";"V.";"R.";"APAC";"Washing Liquid";80;" $730.00 ";" $58,400.00 "
165;265;"6/14/2019";"Robin";"Uthappadagger";"APAC";"Detergent";90;" $734.12 ";" $66,070.59 "
166;266;"6/15/2019";"Wasim";"Jaffer";"APAC";"Diapers";100;" $738.24 ";" $73,823.53 "
167;267;"6/16/2019";"Piyush";"Chawla";"APAC";"Comb";110;" $742.35 ";" $81,658.82 "
168;268;"6/17/2019";"Rohit";"Sharmadouble-dagger";"APAC";"Utensils";120;" $746.47 ";" $89,576.47 "
169;269;"6/18/2019";"Ishant";"Sharma";"APAC";"Vegetables";130;" $750.59 ";" $97,576.47 "
170;270;"6/19/2019";"Praveen";"Kumar";"APAC";"Fruits";10;" $754.71 ";" $7,547.06 "
171;271;"6/20/2019";"Manoj";"Tiwary";"APAC";"Soap";20;" $758.82 ";" $15,176.47 "
172;272;"6/21/2019";"Yusuf";"Pathan";"APAC";"Shampoo";30;" $762.94 ";" $22,888.24 "
173;273;"6/22/2019";"Manpreet";"Gony";"APAC";"Powder";40;" $767.06 ";" $30,682.35 "
174;274;"6/23/2019";"Pragyan";"Ojha";"APAC";"Washing Liquid";50;" $771.18 ";" $38,558.82 "
175;275;"6/24/2019";"Virat";"Kohlidouble-dagger";"APAC";"Detergent";60;" $775.29 ";" $46,517.65 "
176;276;"6/25/2019";"Subramaniam";"Badrinath";"APAC";"Diapers";70;" $779.41 ";" $54,558.82 "
177;277;"6/26/2019";"Ravindra";"Jadeja";"APAC";"Comb";80;" $783.53 ";" $62,682.35 "
178;278;"6/27/2019";"Abhishek";"Nayar";"APAC";"Utensils";90;" $787.65 ";" $70,888.24 "
179;279;"6/28/2019";"Sudeep";"Tyagi";"APAC";"Vegetables";100;" $791.76 ";" $79,176.47 "
180;280;"6/29/2019";"Abhimanyu";"Mithun";"APAC";"Fruits";110;" $795.88 ";" $87,547.06 "
181;281;"6/30/2019";"Murali";"Vijay";"APAC";"Soap";120;" $800.00 ";" $96,000.00 "
182;282;"7/1/2019";"Ashok";"Dinda";"APAC";"Shampoo";130;" $804.12 ";" $104,535.29 "
183;283;"7/2/2019";"Vinay";"Kumar";"APAC";"Powder";10;" $808.24 ";" $8,082.35 "
184;284;"7/3/2019";"Umesh";"Yadav";"APAC";"Washing Liquid";20;" $812.35 ";" $16,247.06 "
185;285;"7/4/2019";"Ravichandran";"Ashwin";"APAC";"Detergent";30;" $816.47 ";" $24,494.12 "
186;286;"7/5/2019";"Naman";"Ojhadagger";"APAC";"Diapers";40;" $820.59 ";" $32,823.53 "
187;287;"7/6/2019";"Pankaj";"Singh";"APAC";"Comb";50;" $824.71 ";" $41,235.29 "
188;288;"7/7/2019";"Shikhar";"Dhawandouble-dagger";"APAC";"Utensils";60;" $828.82 ";" $49,729.41 "
189;289;"7/8/2019";"Saurabh";"Tiwary";"APAC";"Vegetables";70;" $832.94 ";" $58,305.88 "
190;290;"7/9/2019";"Wriddhiman";"Saha";"APAC";"Fruits";80;" $837.06 ";" $66,964.71 "
191;291;"7/10/2019";"Ajinkya";"Rahanedouble-dagger";"APAC";"Soap";90;" $841.18 ";" $75,705.88 "
192;292;"7/11/2019";"Varun";"Aaron";"APAC";"Shampoo";100;" $845.29 ";" $84,529.41 "
193;293;"7/12/2019";"Rahul";"Sharma";"APAC";"Powder";110;" $849.41 ";" $93,435.29 "
194;294;"7/13/2019";"Bhuvneshwar";"Kumar";"APAC";"Washing Liquid";120;" $853.53 ";" $102,423.53 "
195;295;"7/14/2019";"Mohammed";"Shami";"APAC";"Detergent";130;" $857.65 ";" $111,494.12 "
196;296;"7/15/2019";"Ambati";"Rayudu";"APAC";"Diapers";10;" $861.76 ";" $8,617.65 "
197;297;"7/16/2019";"Jaydev";"Unadkat";"APAC";"Comb";20;" $865.88 ";" $17,317.65 "
198;298;"7/17/2019";"Cheteshwar";"Pujara";"APAC";"Utensils";30;" $870.00 ";" $26,100.00 "
199;299;"7/18/2019";"Mohit";"Sharma";"APAC";"Vegetables";40;" $874.12 ";" $34,964.71 "
200;300;"7/19/2019";"Stuart";"Binny";"APAC";"Fruits";50;" $878.24 ";" $43,911.76 "
201;301;"7/20/2019";"Parvez";"Rasool";"APAC";"Soap";60;" $882.35 ";" $52,941.18 "
202;302;"7/21/2019";"Axar";"Patel";"APAC";"Shampoo";70;" $886.47 ";" $62,052.94 "
203;303;"7/22/2019";"Dhawal";"Kulkarni";"APAC";"Powder";80;" $890.59 ";" $71,247.06 "
204;304;"7/23/2019";"Karn";"Sharma";"APAC";"Washing Liquid";90;" $894.71 ";" $80,523.53 "
205;305;"7/24/2019";"Kedar";"Jadhav";"APAC";"Detergent";100;" $898.82 ";" $89,882.35 "
206;306;"7/25/2019";"Manish";"Pandey";"APAC";"Diapers";110;" $902.94 ";" $99,323.53 "
207;307;"7/26/2019";"Barinder";"Sran";"APAC";"Comb";120;" $907.06 ";" $108,847.06 "
208;308;"7/27/2019";"Rishi";"Dhawan";"APAC";"Utensils";130;" $911.18 ";" $118,452.94 "
209;309;"7/28/2019";"Gurkeerat";"Singh";"APAC";"Vegetables";10;" $915.29 ";" $9,152.94 "
210;310;"7/29/2019";"Jasprit";"Bumrah";"APAC";"Fruits";20;" $919.41 ";" $18,388.24 "
211;311;"7/30/2019";"Yuzvendra";"Chahal";"APAC";"Soap";30;" $923.53 ";" $27,705.88 "
212;312;"7/31/2019";"Karun";"Nair";"APAC";"Shampoo";40;" $927.65 ";" $37,105.88 "
213;313;"8/1/2019";"KL";"Rahul double-daggerdagger";"APAC";"Powder";50;" $931.76 ";" $46,588.24 "
214;314;"8/2/2019";"Faiz";"Fazal";"APAC";"Washing Liquid";60;" $935.88 ";" $56,152.94 "
215;315;"8/3/2019";"Hardik";"Pandya";"APAC";"Detergent";70;" $940.00 ";" $65,800.00 "
216;316;"8/4/2019";"Jayant";"Yadav";"APAC";"Diapers";80;" $944.12 ";" $75,529.41 "
217;317;"8/5/2019";"Kuldeep";"Yadav";"APAC";"Comb";90;" $948.24 ";" $85,341.18 "
218;318;"8/6/2019";"Shardul";"Thakur";"APAC";"Utensils";100;" $952.35 ";" $95,235.29 "
219;319;"8/7/2019";"Shreyas";"Iyer";"APAC";"Vegetables";110;" $956.47 ";" $105,211.76 "
220;320;"8/8/2019";"Washington";"Sundar";"APAC";"Fruits";120;" $960.59 ";" $115,270.59 "
221;321;"8/9/2019";"Siddarth";"Kaul";"APAC";"Soap";130;" $964.71 ";" $125,411.76 "
222;322;"8/10/2019";"Khaleel";"Ahmed";"APAC";"Shampoo";10;" $968.82 ";" $9,688.24 "
223;323;"8/11/2019";"Deepak";"Chahar";"APAC";"Powder";20;" $972.94 ";" $19,458.82 "
224;324;"8/12/2019";"Rishabh";"Pant dagger";"APAC";"Washing Liquid";30;" $977.06 ";" $29,311.76 "
225;325;"8/13/2019";"Mohammed";"Siraj";"APAC";"Detergent";40;" $981.18 ";" $39,247.06 "
226;326;"8/14/2019";"Vijay";"Shankar";"APAC";"Diapers";50;" $985.29 ";" $49,264.71 "
227;327;"8/15/2019";"Shubman";"Gill";"APAC";"Comb";60;" $989.41 ";" $59,364.71 "
228;328;"8/16/2019";"Shivam";"Dube";"APAC";"Utensils";70;" $993.53 ";" $69,547.06 "
229;329;"8/17/2019";"Navdeep";"Saini";"APAC";"Vegetables";80;" $997.65 ";" $79,811.76 "
230;330;"8/18/2019";"Mayank";"Agarwal";"APAC";"Fruits";90;" $1,001.76 ";" $90,158.82 "
231;331;"8/19/2019";"Prithvi";"Shaw";"APAC";"Soap";100;" $1,005.88 ";" $100,588.24 "
232;332;"8/20/2019";"T.";"Natarajan";"APAC";"Shampoo";110;" $1,010.00 ";" $111,100.00 "
233;333;"8/21/2019";"Krunal";"Pandya";"APAC";"Powder";120;" $1,014.12 ";" $121,694.12 "
234;334;"8/22/2019";"Prasidh";"Krishna";"APAC";"Washing Liquid";130;" $1,018.24 ";" $132,370.59 "
235;335;"8/23/2019";"Ishan";"Kishandagger";"APAC";"Detergent";10;" $1,022.35 ";" $10,223.53 "
236;336;"8/24/2019";"Suryakumar";"Yadav";"APAC";"Diapers";20;" $1,026.47 ";" $20,529.41 "
237;337;"8/25/2019";"Rahul";"Chahar";"APAC";"Comb";30;" $1,030.59 ";" $30,917.65 "
238;338;"8/26/2019";"Krishnappa";"Gowtham";"APAC";"Utensils";40;" $1,034.71 ";" $41,388.24 "
239;339;"8/27/2019";"Nitish";"Rana";"APAC";"Vegetables";50;" $1,038.82 ";" $51,941.18 "
240;340;"8/28/2019";"Chetan";"Sakariya";"APAC";"Fruits";60;" $1,042.94 ";" $62,576.47 "
241;341;"8/29/2019";"Sanju";"Samsondagger";"APAC";"Soap";70;" $1,047.06 ";" $73,294.12 "
242;342;"8/30/2019";"Venkatesh";"Iyer";"APAC";"Shampoo";80;" $1,051.18 ";" $84,094.12 "
243;343;"8/31/2019";"Deepak";"Hooda";"APAC";"Powder";90;" $1,055.29 ";" $94,976.47 "
