"Customer_ID";"Order_ID";"Order_Date";"Customer_First_Name";"Customer_Second_Name";"Region";"Product_Name";"Quantity_Purchased";"Cost_Per_Item";"Total_Sales"
879;979;"10/6/2019";"Chris";"Hoy";"AMERICAS";"Vegetables";65;" $1,203.53 ";" $78,229.41 "
732;832;"5/12/2019";"Christian";"d'Oriola";"AMERICAS";"Shampoo";25;" $598.24 ";" $14,955.88 "
791;891;"7/10/2019";"Chun";"Lee-Kyung";"AMERICAS";"Soap";95;" $841.18 ";" $79,911.76 "
678;778;"3/19/2019";"Clas";"Thunberg";"AMERICAS";"Utensils";135;" $375.88 ";" $50,744.12 "
663;763;"3/4/2019";"Claudia";"Pechstein";"AMERICAS";"Powder";115;" $314.12 ";" $36,123.53 "
679;779;"3/20/2019";"Dana";"Vollmer";"AMERICAS";"Vegetables";15;" $380.00 ";" $5,700.00 "
637;737;"2/6/2019";"Danuta";"Kozák";"AMERICAS";"Comb";115;" $207.06 ";" $23,811.76 "
878;978;"10/5/2019";"Danuta";"Kozák";"AMERICAS";"Utensils";55;" $1,199.41 ";" $65,967.65 "
710;810;"4/20/2019";"Dara";"Torres";"AMERICAS";"Fruits";65;" $507.65 ";" $32,997.06 "
804;904;"7/23/2019";"Dario";"Cologna";"AMERICAS";"Washing Liquid";95;" $894.71 ";" $84,997.06 "
748;848;"5/28/2019";"Darya";"Domracheva";"AMERICAS";"Utensils";55;" $664.12 ";" $36,526.47 "
712;812;"4/22/2019";"Dawn";"Fraser";"AMERICAS";"Shampoo";85;" $515.88 ";" $43,850.00 "
807;907;"7/26/2019";"Deng";"Yaping";"AMERICAS";"Comb";125;" $907.06 ";" $113,382.35 "
705;805;"4/15/2019";"Diana";"Taurasi";"AMERICAS";"Detergent";15;" $487.06 ";" $7,305.88 "
750;850;"5/30/2019";"Doina";"Ignat";"AMERICAS";"Fruits";75;" $672.35 ";" $50,426.47 "
688;788;"3/29/2019";"Don";"Schollander";"AMERICAS";"Utensils";105;" $417.06 ";" $43,791.18 "
780;880;"6/29/2019";"Ecaterina";"Szabo";"AMERICAS";"Fruits";115;" $795.88 ";" $91,526.47 "
628;728;"1/28/2019";"Edoardo";"Mangiarotti";"AMERICAS";"Utensils";25;" $170.00 ";" $4,250.00 "
869;969;"9/26/2019";"Edoardo";"Mangiarotti";"AMERICAS";"Vegetables";95;" $1,162.35 ";" $110,423.53 "
730;830;"5/10/2019";"Einar";"Liberg";"AMERICAS";"Fruits";135;" $590.00 ";" $79,650.00 "
689;789;"3/30/2019";"Elaine";"Thompson-Herah";"AMERICAS";"Vegetables";115;" $421.18 ";" $48,435.29 "
754;854;"6/3/2019";"Elena";"Novikova-Belova";"AMERICAS";"Washing Liquid";115;" $688.82 ";" $79,214.71 "
665;765;"3/6/2019";"Elisabeta";"Lip?";"AMERICAS";"Detergent";135;" $322.35 ";" $43,517.65 "
719;819;"4/29/2019";"Emil";"Hegle";"AMERICAS";"Vegetables";25;" $544.71 ";" $13,617.65 "
785;885;"7/4/2019";"Emil";"Zátopek";"AMERICAS";"Detergent";35;" $816.47 ";" $28,576.47 "
661;761;"3/2/2019";"Emma";"McKeon";"AMERICAS";"Soap";95;" $305.88 ";" $29,058.82 "
702;802;"4/12/2019";"Eric";"Heiden";"AMERICAS";"Shampoo";115;" $474.71 ";" $54,591.18 "
763;863;"6/12/2019";"Evelyn";"Ashford";"AMERICAS";"Powder";75;" $725.88 ";" $54,441.18 "
802;902;"7/21/2019";"Fanny";"Blankers-Koen";"AMERICAS";"Shampoo";75;" $886.47 ";" $66,485.29 "
813;913;"8/1/2019";"Francesco";"Friedrich";"AMERICAS";"Powder";55;" $931.76 ";" $51,247.06 "
767;867;"6/16/2019";"Fu";"Mingxia";"AMERICAS";"Comb";115;" $742.35 ";" $85,370.59 "
726;826;"5/6/2019";"Galina";"Kulakova";"AMERICAS";"Diapers";95;" $573.53 ";" $54,485.29 "
656;756;"2/25/2019";"Gary";"Hall,";"AMERICAS";"Diapers";45;" $285.29 ";" $12,838.24 "
897;997;"10/24/2019";"Gary";"Hall,";"AMERICAS";"Comb";115;" $1,277.65 ";" $146,929.41 "
717;817;"4/27/2019";"Georges";"Miez";"AMERICAS";"Comb";135;" $536.47 ";" $72,423.53 "
692;792;"4/2/2019";"Georgeta";"Damian";"AMERICAS";"Shampoo";15;" $433.53 ";" $6,502.94 "
636;736;"2/5/2019";"Gert";"Fredriksson";"AMERICAS";"Diapers";105;" $202.94 ";" $21,308.82 "
877;977;"10/4/2019";"Gert";"Fredriksson";"AMERICAS";"Comb";45;" $1,195.29 ";" $53,788.24 "
800;900;"7/19/2019";"Giorgio";"Zampori";"AMERICAS";"Fruits";55;" $878.24 ";" $48,302.94 "
742;842;"5/22/2019";"Giovanna";"Trillini";"AMERICAS";"Shampoo";125;" $639.41 ";" $79,926.47 "
731;831;"5/11/2019";"Giuseppe";"Delfino";"AMERICAS";"Soap";15;" $594.12 ";" $8,911.76 "
774;874;"6/23/2019";"Greg";"Louganis";"AMERICAS";"Washing Liquid";55;" $771.18 ";" $42,414.71 "
757;857;"6/6/2019";"Gunde";"Svan";"AMERICAS";"Comb";15;" $701.18 ";" $10,517.65 "
736;836;"5/16/2019";"Guo";"Jingjing";"AMERICAS";"Diapers";65;" $614.71 ";" $39,955.88 "
787;887;"7/6/2019";"Gy?z?";"Kulcsár";"AMERICAS";"Comb";55;" $824.71 ";" $45,358.82 "
771;871;"6/20/2019";"Hannes";"Kolehmainen";"AMERICAS";"Soap";25;" $758.82 ";" $18,970.59 "
680;780;"3/21/2019";"Hans";"Günter";"AMERICAS";"Fruits";25;" $384.12 ";" $9,602.94 "
808;908;"7/27/2019";"Harrison";"Dillard";"AMERICAS";"Utensils";135;" $911.18 ";" $123,008.82 "
783;883;"7/2/2019";"Hayley";"Wickenheiser";"AMERICAS";"Powder";15;" $808.24 ";" $12,123.53 "
831;931;"8/19/2019";"Henri";"Saint";"AMERICAS";"Soap";105;" $1,005.88 ";" $105,617.65 "
631;731;"1/31/2019";"Hubert";"Van";"AMERICAS";"Soap";55;" $182.35 ";" $10,029.41 "
872;972;"9/29/2019";"Hubert";"Van";"AMERICAS";"Shampoo";125;" $1,174.71 ";" $146,838.24 "
659;759;"2/28/2019";"Ian";"Thorpe";"AMERICAS";"Vegetables";75;" $297.65 ";" $22,323.53 "
765;865;"6/14/2019";"Ian";"Ferguson";"AMERICAS";"Detergent";95;" $734.12 ";" $69,741.18 "
900;1000;"10/27/2019";"Ian";"Thorpe";"AMERICAS";"Fruits";15;" $1,290.00 ";" $19,350.00 "
724;824;"5/4/2019";"Inge";"de";"AMERICAS";"Washing Liquid";75;" $565.29 ";" $42,397.06 "
629;729;"1/29/2019";"Ireen";"Wüst";"AMERICAS";"Vegetables";35;" $174.12 ";" $6,094.12 "
870;970;"9/27/2019";"Ireen";"Wüst";"AMERICAS";"Fruits";105;" $1,166.47 ";" $122,479.41 "
617;717;"1/17/2019";"Isabell";"Werth";"AMERICAS";"Comb";45;" $124.71 ";" $5,611.76 "
858;958;"9/15/2019";"Isabell";"Werth";"AMERICAS";"Utensils";115;" $1,117.06 ";" $128,461.76 "
720;820;"4/30/2019";"Ivan";"Patzaichin";"AMERICAS";"Fruits";35;" $548.82 ";" $19,208.82 "
729;829;"5/9/2019";"Ivar";"Ballangrud";"AMERICAS";"Vegetables";125;" $585.88 ";" $73,235.29 "
764;864;"6/13/2019";"Janet";"Evans";"AMERICAS";"Washing Liquid";85;" $730.00 ";" $62,050.00 "
739;839;"5/19/2019";"Janica";"Kosteli?";"AMERICAS";"Vegetables";95;" $627.06 ";" $59,570.59 "
623;723;"1/23/2019";"Jason";"Kenny";"AMERICAS";"Powder";105;" $149.41 ";" $15,688.24 "
727;827;"5/7/2019";"Jason";"Lezak";"AMERICAS";"Comb";105;" $577.65 ";" $60,652.94 "
864;964;"9/21/2019";"Jason";"Kenny";"AMERICAS";"Washing Liquid";45;" $1,141.76 ";" $51,379.41 "
769;869;"6/18/2019";"Jayna";"Hefford";"AMERICAS";"Vegetables";135;" $750.59 ";" $101,329.41 "
612;712;"1/12/2019";"Jenny";"Thompson";"AMERICAS";"Shampoo";125;" $104.12 ";" $13,014.71 "
853;953;"9/10/2019";"Jenny";"Thompson";"AMERICAS";"Powder";65;" $1,096.47 ";" $71,270.59 "
814;914;"8/2/2019";"Jen?";"Fuchs";"AMERICAS";"Washing Liquid";65;" $935.88 ";" $60,832.35 "
827;927;"8/15/2019";"Jesse";"Owens";"AMERICAS";"Comb";65;" $989.41 ";" $64,311.76 "
737;837;"5/17/2019";"Jin";"Jong-oh";"AMERICAS";"Comb";75;" $618.82 ";" $46,411.76 "
772;872;"6/21/2019";"Johann";"Olav";"AMERICAS";"Shampoo";35;" $762.94 ";" $26,702.94 "
664;764;"3/5/2019";"Johannes";"Thingnes";"AMERICAS";"Washing Liquid";125;" $318.24 ";" $39,779.41 "
674;774;"3/15/2019";"Johannes";"Høsflot";"AMERICAS";"Washing Liquid";95;" $359.41 ";" $34,144.12 "
776;876;"6/25/2019";"John";"Naber";"AMERICAS";"Diapers";75;" $779.41 ";" $58,455.88 "
696;796;"4/6/2019";"Johnny";"Weissmuller";"AMERICAS";"Diapers";55;" $450.00 ";" $24,750.00 "
795;895;"7/14/2019";"Jon";"Olsen";"AMERICAS";"Detergent";135;" $857.65 ";" $115,782.35 "
734;834;"5/14/2019";"Jørgen";"Graabak";"AMERICAS";"Washing Liquid";45;" $606.47 ";" $27,291.18 "
815;915;"8/3/2019";"Kaori";"Icho";"AMERICAS";"Detergent";75;" $940.00 ";" $70,500.00 "
790;890;"7/9/2019";"Kathrin";"Boron";"AMERICAS";"Fruits";85;" $837.06 ";" $71,150.00 "
622;722;"1/22/2019";"Katie";"Ledecky";"AMERICAS";"Shampoo";95;" $145.29 ";" $13,802.94 "
863;963;"9/20/2019";"Katie";"Ledecky";"AMERICAS";"Powder";35;" $1,137.65 ";" $39,817.65 "
759;859;"6/8/2019";"Katrin";"Wagner-Augustin";"AMERICAS";"Vegetables";35;" $709.41 ";" $24,829.41 "
740;840;"5/20/2019";"Kevin";"Kuske";"AMERICAS";"Fruits";105;" $631.18 ";" $66,273.53 "
752;852;"6/1/2019";"Kim";"Soo-Nyung";"AMERICAS";"Shampoo";95;" $680.59 ";" $64,655.88 "
723;823;"5/3/2019";"Kjetil";"André";"AMERICAS";"Powder";65;" $561.18 ";" $36,476.47 "
711;811;"4/21/2019";"Kornelia";"Ender";"AMERICAS";"Soap";75;" $511.76 ";" $38,382.35 "
745;845;"5/25/2019";"Kosuke";"Kitajima";"AMERICAS";"Detergent";25;" $651.76 ";" $16,294.12 "
650;750;"2/19/2019";"Kristin";"Otto";"AMERICAS";"Fruits";115;" $260.59 ";" $29,967.65 "
891;991;"10/18/2019";"Kristin";"Otto";"AMERICAS";"Soap";55;" $1,252.94 ";" $68,911.76 "
672;772;"3/13/2019";"Krisztina";"Egerszegi";"AMERICAS";"Shampoo";75;" $351.18 ";" $26,338.24 "
602;702;"1/2/2019";"Larisa";"Latynina";"AMERICAS";"Shampoo";25;" $50.00 ";" $1,250.00 "
675;775;"3/16/2019";"Larisa";"Lazutina";"AMERICAS";"Detergent";105;" $363.53 ";" $38,170.59 "
843;943;"8/31/2019";"Larisa";"Latynina";"AMERICAS";"Powder";95;" $1,055.29 ";" $100,252.94 "
837;937;"8/25/2019";"Lasse";"Virén";"AMERICAS";"Comb";35;" $1,030.59 ";" $36,070.59 "
685;785;"3/26/2019";"Laura";"Kenny";"AMERICAS";"Detergent";75;" $404.71 ";" $30,352.94 "
819;919;"8/7/2019";"Lenny";"Krayzelburg";"AMERICAS";"Vegetables";115;" $956.47 ";" $109,994.12 "
758;858;"6/7/2019";"Leontien";"van";"AMERICAS";"Utensils";25;" $705.29 ";" $17,632.35 "
794;894;"7/13/2019";"Li";"Xiaopeng";"AMERICAS";"Washing Liquid";125;" $853.53 ";" $106,691.18 "
747;847;"5/27/2019";"Libby";"Trickett";"AMERICAS";"Comb";45;" $660.00 ";" $29,700.00 "
651;751;"2/20/2019";"Lidia";"Skoblikova";"AMERICAS";"Soap";125;" $264.71 ";" $33,088.24 "
892;992;"10/19/2019";"Lidia";"Skoblikova";"AMERICAS";"Shampoo";65;" $1,257.06 ";" $81,708.82 "
691;791;"4/1/2019";"Lisa";"Carrington";"AMERICAS";"Soap";135;" $429.41 ";" $57,970.59 "
821;921;"8/9/2019";"Lisa";"Leslie";"AMERICAS";"Soap";135;" $964.71 ";" $130,235.29 "
746;846;"5/26/2019";"Lloyd";"Spooner";"AMERICAS";"Diapers";35;" $655.88 ";" $22,955.88 "
733;833;"5/13/2019";"Lucien";"Gaudin";"AMERICAS";"Powder";35;" $602.35 ";" $21,082.35 "
788;888;"7/7/2019";"Ludger";"Beerbaum";"AMERICAS";"Utensils";65;" $828.82 ";" $53,873.53 "
715;815;"4/25/2019";"Ludmilla";"Tourischeva";"AMERICAS";"Detergent";115;" $528.24 ";" $60,747.06 "
632;732;"2/1/2019";"Lyubov";"Yegorova";"AMERICAS";"Shampoo";65;" $186.47 ";" $12,120.59 "
873;973;"9/30/2019";"Lyubov";"Yegorova";"AMERICAS";"Powder";135;" $1,178.82 ";" $159,141.18 "
704;804;"4/14/2019";"Ma";"Long";"AMERICAS";"Washing Liquid";135;" $482.94 ";" $65,197.06 "
793;893;"7/12/2019";"Marcus";"Hurley";"AMERICAS";"Powder";115;" $849.41 ";" $97,682.35 "
606;706;"1/6/2019";"Marit";"Bjørgen";"AMERICAS";"Diapers";65;" $42.86 ";" $2,785.71 "
847;947;"9/4/2019";"Marit";"Bjørgen";"AMERICAS";"Comb";135;" $1,071.76 ";" $144,688.24 "
604;704;"1/4/2019";"Mark";"Spitz";"AMERICAS";"Washing Liquid";45;" $20.00 ";" $900.00 "
845;945;"9/2/2019";"Mark";"Spitz";"AMERICAS";"Detergent";115;" $1,063.53 ";" $122,305.88 "
667;767;"3/8/2019";"Martin";"Fourcade";"AMERICAS";"Comb";25;" $330.59 ";" $8,264.71 "
613;713;"1/13/2019";"Matt";"Biondi";"AMERICAS";"Powder";135;" $108.24 ";" $14,611.76 "
735;835;"5/15/2019";"Matt";"Grevers";"AMERICAS";"Detergent";55;" $610.59 ";" $33,582.35 "
854;954;"9/11/2019";"Matt";"Biondi";"AMERICAS";"Washing Liquid";75;" $1,100.59 ";" $82,544.12 "
829;929;"8/17/2019";"Matthew";"Pinsent";"AMERICAS";"Vegetables";85;" $997.65 ";" $84,800.00 "
777;877;"6/26/2019";"Matti";"Nykänen";"AMERICAS";"Comb";85;" $783.53 ";" $66,600.00 "
779;879;"6/28/2019";"Mel";"Sheppard";"AMERICAS";"Vegetables";105;" $791.76 ";" $83,135.29 "
601;701;"1/1/2019";"Michael";"Phelps";"AMERICAS";"Soap";15;" $100.00 ";" $1,500.00 "
816;916;"8/4/2019";"Michael";"Johnson";"AMERICAS";"Diapers";85;" $944.12 ";" $80,250.00 "
842;942;"8/30/2019";"Michael";"Phelps";"AMERICAS";"Shampoo";85;" $1,051.18 ";" $89,350.00 "
822;922;"8/10/2019";"Mijaín";"López";"AMERICAS";"Shampoo";15;" $968.82 ";" $14,532.35 "
693;793;"4/3/2019";"Missy";"Franklin";"AMERICAS";"Powder";25;" $437.65 ";" $10,941.18 "
669;769;"3/10/2019";"Mitsuo";"Tsukahara";"AMERICAS";"Vegetables";45;" $338.82 ";" $15,247.06 "
811;911;"7/30/2019";"Mohamed";"Farah";"AMERICAS";"Soap";35;" $923.53 ";" $32,323.53 "
701;801;"4/11/2019";"Morris";"Fisher";"AMERICAS";"Soap";105;" $470.59 ";" $49,411.76 "
755;855;"6/4/2019";"Murray";"Rose";"AMERICAS";"Detergent";125;" $692.94 ";" $86,617.65 "
658;758;"2/27/2019";"Nadia";"Com?neci";"AMERICAS";"Utensils";65;" $293.53 ";" $19,079.41 "
899;999;"10/26/2019";"Nadia";"Com?neci";"AMERICAS";"Vegetables";135;" $1,285.88 ";" $173,594.12 "
703;803;"4/13/2019";"Natalia";"Ishchenko";"AMERICAS";"Powder";125;" $478.82 ";" $59,852.94 "
645;745;"2/14/2019";"Natalie";"Geisenberger";"AMERICAS";"Detergent";65;" $240.00 ";" $15,600.00 "
886;986;"10/13/2019";"Natalie";"Geisenberger";"AMERICAS";"Diapers";135;" $1,232.35 ";" $166,367.65 "
670;770;"3/11/2019";"Nathan";"Adrian";"AMERICAS";"Fruits";55;" $342.94 ";" $18,861.76 "
649;749;"2/18/2019";"Nedo";"Nadi";"AMERICAS";"Vegetables";105;" $256.47 ";" $26,929.41 "
890;990;"10/17/2019";"Nedo";"Nadi";"AMERICAS";"Fruits";45;" $1,248.82 ";" $56,197.06 "
686;786;"3/27/2019";"Nellie";"Kim";"AMERICAS";"Diapers";85;" $408.82 ";" $34,750.00 "
835;935;"8/23/2019";"Nicole";"Uphoff";"AMERICAS";"Detergent";15;" $1,022.35 ";" $15,335.29 "
616;716;"1/16/2019";"Nikolai";"Andrianov";"AMERICAS";"Diapers";35;" $120.59 ";" $4,220.59 "
857;957;"9/14/2019";"Nikolai";"Andrianov";"AMERICAS";"Comb";105;" $1,112.94 ";" $116,858.82 "
786;886;"7/5/2019";"Nikolay";"Zimyatov";"AMERICAS";"Diapers";45;" $820.59 ";" $36,926.47 "
607;707;"1/7/2019";"Ole";"Einar";"AMERICAS";"Comb";75;" $54.29 ";" $4,071.43 "
687;787;"3/28/2019";"Ole";"Lilloe-Olsen";"AMERICAS";"Comb";95;" $412.94 ";" $39,229.41 "
848;948;"9/5/2019";"Ole";"Einar";"AMERICAS";"Utensils";15;" $1,075.88 ";" $16,138.24 "
738;838;"5/18/2019";"Olga";"Korbut";"AMERICAS";"Utensils";85;" $622.94 ";" $52,950.00 "
718;818;"4/28/2019";"Otto";"Olsen";"AMERICAS";"Utensils";15;" $540.59 ";" $8,108.82 "
603;703;"1/3/2019";"Paavo";"Nurmi";"AMERICAS";"Powder";35;" $10.00 ";" $350.00 "
844;944;"9/1/2019";"Paavo";"Nurmi";"AMERICAS";"Washing Liquid";105;" $1,059.41 ";" $111,238.24 "
646;746;"2/15/2019";"Pál";"Kovács";"AMERICAS";"Diapers";75;" $244.12 ";" $18,308.82 "
887;987;"10/14/2019";"Pál";"Kovács";"AMERICAS";"Comb";15;" $1,236.47 ";" $18,547.06 "
824;924;"8/12/2019";"Pat";"McCormick";"AMERICAS";"Washing Liquid";35;" $977.06 ";" $34,197.06 "
809;909;"7/28/2019";"Paul";"Bert";"AMERICAS";"Vegetables";15;" $915.29 ";" $13,729.41 "
830;930;"8/18/2019";"Paulo";"Radmilovic";"AMERICAS";"Fruits";95;" $1,001.76 ";" $95,167.65 "
662;762;"3/3/2019";"Polina";"Astakhova";"AMERICAS";"Shampoo";105;" $310.00 ";" $32,550.00 "
706;806;"4/16/2019";"Raisa";"Smetanina";"AMERICAS";"Diapers";25;" $491.18 ";" $12,279.41 "
766;866;"6/15/2019";"Ramón";"Fonst";"AMERICAS";"Diapers";105;" $738.24 ";" $77,514.71 "
615;715;"1/15/2019";"Ray";"Ewry";"AMERICAS";"Detergent";25;" $116.47 ";" $2,911.76 "
856;956;"9/13/2019";"Ray";"Ewry";"AMERICAS";"Diapers";95;" $1,108.82 ";" $105,338.24 "
643;743;"2/12/2019";"Reiner";"Klimke";"AMERICAS";"Powder";45;" $231.76 ";" $10,429.41 "
884;984;"10/11/2019";"Reiner";"Klimke";"AMERICAS";"Washing Liquid";115;" $1,224.12 ";" $140,773.53 "
716;816;"4/26/2019";"Ricco";"Groß";"AMERICAS";"Diapers";125;" $532.35 ";" $66,544.12 "
817;917;"8/5/2019";"Robert";"Korzeniowski";"AMERICAS";"Comb";95;" $948.24 ";" $90,082.35 "
728;828;"5/8/2019";"Roland";"Matthes";"AMERICAS";"Utensils";115;" $581.76 ";" $66,902.94 "
648;748;"2/17/2019";"Rudolf";"Kárpáti";"AMERICAS";"Utensils";95;" $252.35 ";" $23,973.53 "
889;989;"10/16/2019";"Rudolf";"Kárpáti";"AMERICAS";"Vegetables";35;" $1,244.71 ";" $43,564.71 "
630;730;"1/30/2019";"Ryan";"Lochte";"AMERICAS";"Fruits";45;" $178.24 ";" $8,020.59 "
753;853;"6/2/2019";"Ryan";"Murphy";"AMERICAS";"Powder";105;" $684.71 ";" $71,894.12 "
871;971;"9/28/2019";"Ryan";"Lochte";"AMERICAS";"Soap";115;" $1,170.59 ";" $134,617.65 "
798;898;"7/17/2019";"Sanya";"Richards-Ross";"AMERICAS";"Utensils";35;" $870.00 ";" $30,450.00 "
611;711;"1/11/2019";"Sawao";"Kato";"AMERICAS";"Soap";115;" $100.00 ";" $11,500.00 "
852;952;"9/9/2019";"Sawao";"Kato";"AMERICAS";"Shampoo";55;" $1,092.35 ";" $60,079.41 "
839;939;"8/27/2019";"Serena";"Williams";"AMERICAS";"Vegetables";55;" $1,038.82 ";" $57,135.29 "
834;934;"8/22/2019";"Shi";"Tingmao";"AMERICAS";"Washing Liquid";135;" $1,018.24 ";" $137,461.76 "
801;901;"7/20/2019";"Simon";"Ammann";"AMERICAS";"Soap";65;" $882.35 ";" $57,352.94 "
743;843;"5/23/2019";"Simone";"Biles";"AMERICAS";"Powder";135;" $643.53 ";" $86,876.47 "
714;814;"4/24/2019";"Sixten";"Jernberg";"AMERICAS";"Washing Liquid";105;" $524.12 ";" $55,032.35 "
796;896;"7/15/2019";"Stanislav";"Pozdnyakov";"AMERICAS";"Diapers";15;" $861.76 ";" $12,926.47 "
695;795;"4/5/2019";"Steve";"Redgrave";"AMERICAS";"Detergent";45;" $445.88 ";" $20,064.71 "
